item,asin,groupA_buyers,groupB_buyers,total_buyers
15645,B0009XT87Y,0,2,2
15644,B000002XYJ,0,2,2
15641,B000JJSRUM,0,2,2
15640,B00000147U,0,2,2
15639,B000E6UWEE,0,2,2
24464,B003SM1YZC,0,2,2
3473,B000028TV3,0,2,2
3475,B000002IQI,0,2,2
15628,B000002RA3,0,2,2
24468,B000001AH0,0,2,2
3479,B000002GOH,0,2,2
24541,B003YGC7YE,0,2,2
15502,B00000478I,0,2,2
24543,B00000A1GL,0,2,2
15391,B000009OHC,0,2,2
24604,B003ZHQVJ4,0,2,2
24603,B000TNJIJM,0,2,2
15386,B0001HK09S,0,2,2
3513,B00004T0QB,0,2,2
15389,B000ICLTPK,0,2,2
24599,B003F8LS50,0,2,2
15395,B000BYDVWE,0,2,2
15417,B000HKDEDI,0,2,2
15397,B000GFLEDQ,0,2,2
3512,B00004S5Z6,0,2,2
15401,B000002U9A,0,2,2
15409,B00063X3J6,0,2,2
15414,B000FNO1DE,0,2,2
30731,B00H7I7L6E,0,2,2
15377,B000H5U62U,0,2,2
24606,B000000DSO,0,2,2
15375,B000GET09W,0,2,2
15370,B00004R8M3,0,2,2
15367,B0000025FG,0,2,2
15366,B000H30BCM,0,2,2
15365,B000002RBR,0,2,2
15357,B000006XF4,0,2,2
15356,B000003919,0,2,2
15350,B000I2JTES,0,2,2
3517,B000042ORA,0,2,2
24623,B004BSWBZO,0,2,2
15346,B000GIWS5Q,0,2,2
15345,B000002B3H,0,2,2
24625,B001QWFUD8,0,2,2
3524,B000006U4J,0,2,2
15332,B000002UTT,0,2,2
15416,B000003FMD,0,2,2
15419,B000060OYV,0,2,2
15498,B000083GLC,0,2,2
15479,B00023BJGE,0,2,2
15466,B000001FFR,0,2,2
24560,B000002G9U,0,2,2
24558,B001G562ZU,0,2,2
15473,B000GG4XCY,0,2,2
15474,B000HT3KJW,0,2,2
15478,B000I0QK7E,0,2,2
15480,B00005MIZB,0,2,2
15420,B0000057BG,0,2,2
24553,B0034KVTGC,0,2,2
24552,B002QXIMYU,0,2,2
15487,B000HLDDGU,0,2,2
15492,B00005NQIM,0,2,2
15493,B000GTJSLM,0,2,2
24544,B002AOWXQ8,0,2,2
15465,B000FDFRW8,0,2,2
15464,B000HEZF2M,0,2,2
24562,B002FWYL5G,0,2,2
3507,630516603X,0,2,2
24564,B000001ELX,0,2,2
15453,B000FG64LI,0,2,2
15452,B000000IW5,0,2,2
15450,B000002RMZ,0,2,2
24569,B00004WFO7,0,2,2
24571,B00005KKAI,0,2,2
15442,B000056IT6,0,2,2
15441,B000002OOF,0,2,2
15435,B000GPI2EA,0,2,2
15429,B000H8SFK2,0,2,2
15426,B000H9HWQE,0,2,2
15425,B0007P0LNE,0,2,2
24588,B004DK49DW,0,2,2
16453,B000G6BK66,0,2,2
16459,B000MDH8C8,0,2,2
23024,B002XZ62D4,0,2,2
17483,B000RW3YLS,0,2,2
23299,B002MW50JA,0,2,2
17464,B000000ITF,0,2,2
17468,B000002GWE,0,2,2
23292,B00005NNM5,0,2,2
17472,B000BP86QY,0,2,2
17479,B000F3T7X8,0,2,2
17484,B000S6M1YO,0,2,2
17458,B000000DE5,0,2,2
3244,B000002TWN,0,2,2
23276,B0033N7T1E,0,2,2
3240,B00000IMY8,0,2,2
17496,B000006L4R,0,2,2
17497,B000I2J7FO,0,2,2
17504,B0007U8XHU,0,2,2
17459,B000002GF2,0,2,2
17456,B0000264FT,0,2,2
23220,B0000025YM,0,2,2
17429,B000S6LSXE,0,2,2
17408,B000QUCQFQ,0,2,2
17411,B000H6SU9A,0,2,2
17412,B000ROAL3U,0,2,2
17417,B000ND91U4,0,2,2
23326,B0039OC0VQ,0,2,2
17422,B000O5B0SW,0,2,2
17432,B0000714B6,0,2,2
17454,B000R3486W,0,2,2
23319,B0000025VF,0,2,2
23314,B0000365Q2,0,2,2
17441,B000RGSOH8,0,2,2
23312,B0000065JZ,0,2,2
3245,B000005YU9,0,2,2
23304,B0036C4LW2,0,2,2
17505,B000RHRFVI,0,2,2
23267,B0032HKEMM,0,2,2
23266,B001DELWZY,0,2,2
17570,B000002KGC,0,2,2
3231,6305297843,0,2,2
17559,B000GIWS60,0,2,2
23236,B0000509UK,0,2,2
17565,B0000C8AQM,0,2,2
17567,B000025TI2,0,2,2
17568,B00005B179,0,2,2
3230,B00002MYXD,0,2,2
17514,B000RIWARQ,0,2,2
17574,B000001E17,0,2,2
17579,B000050G2M,0,2,2
17580,B000NA2AM8,0,2,2
17582,B000002QAJ,0,2,2
17583,B000A7Q20U,0,2,2
17589,B000TJ6AME,0,2,2
17554,B00069YE2U,0,2,2
23243,B002QR5XFC,0,2,2
17549,B000TJ6COK,0,2,2
17548,B000JJSRNY,0,2,2
17542,B000QCU9UI,0,2,2
23252,B0001MDQ44,0,2,2
17534,B000RHRGIA,0,2,2
30860,B00DOZNHDU,0,2,2
17532,B000002AGR,0,2,2
17531,B000068D1J,0,2,2
23254,B00006JTG5,0,2,2
17528,B000JJSRN4,0,2,2
17526,B00000637V,0,2,2
17525,B000RGSOQO,0,2,2
23259,B000667FXI,0,2,2
23260,B003A6C6XU,0,2,2
3236,B00000IFTF,0,2,2
17407,B000HKCRUY,0,2,2
17406,B000058B2W,0,2,2
23335,B00342VGSG,0,2,2
3260,B0000002DM,0,2,2
23420,B003B2B5V2,0,2,2
17280,B000002ILX,0,2,2
3263,B00000AFH2,0,2,2
23413,B003BEEI3M,0,2,2
17289,B000GWBRQS,0,2,2
23411,B000H9HX5E,0,2,2
23409,B000006ST7,0,2,2
17322,B0000062FN,0,2,2
17299,B00064AFK0,0,2,2
3257,B000001194,0,2,2
17302,B000L43OJE,0,2,2
17303,B000PKG7HU,0,2,2
23403,B000PJESXQ,0,2,2
23399,B003EYW1OC,0,2,2
17277,B000OQF6N6,0,2,2
23424,B0038QIYG0,0,2,2
17265,B000MG2LQ8,0,2,2
17264,B000001FKA,0,2,2
23434,B00005J4HH,0,2,2
3266,B000002N5A,0,2,2
17254,B000002UFV,0,2,2
23438,B000B6ESYM,0,2,2
17250,B000PKG7HK,0,2,2
17248,B000002G3W,0,2,2
17244,B000002TRT,0,2,2
17240,B000002AUQ,0,2,2
17239,B000000XIF,0,2,2
17235,B0007YMVOW,0,2,2
17233,B00000FC7M,0,2,2
17232,B0002QPSY0,0,2,2
17226,B000002OVN,0,2,2
17320,B000G1T0X6,0,2,2
23390,B001GGV5LK,0,2,2
23336,B0008FPIUO,0,2,2
23354,B002IJA6DC,0,2,2
17367,B00005RGQ0,0,2,2
23362,B0036OC9ME,0,2,2
23361,B002QXIN0I,0,2,2
17371,B000R9J3XO,0,2,2
23359,B000WVPXD6,0,2,2
17375,B000E6UK9Q,0,2,2
17381,B000RMC7H0,0,2,2
17325,B0000062W5,0,2,2
17386,B00000592E,0,2,2
17392,B000069KOH,0,2,2
3248,B000002B7B,0,2,2
23343,B000UNMUDW,0,2,2
17397,B0000CABFK,0,2,2
3247,B00000ILTA,0,2,2
23363,B0000025KP,0,2,2
17365,B0000040W4,0,2,2
23365,B0033G9O1E,0,2,2
17362,B000002JOH,0,2,2
17361,B00000163G,0,2,2
23374,B001MTLRSW,0,2,2
23375,B000003N4N,0,2,2
17350,B000002IX7,0,2,2
17348,B0000027FT,0,2,2
17347,B000ELJB2I,0,2,2
17346,B000RGSW7U,0,2,2
23378,B0034BW8ZM,0,2,2
3252,B000002I9X,0,2,2
17336,6304749112,0,2,2
17330,B000002B7O,0,2,2
17329,B000006OMO,0,2,2
17328,B000JCETA6,0,2,2
17594,B000TITOT6,0,2,2
17596,B000008JQE,0,2,2
23456,B0039I5C1M,0,2,2
17833,B000M53GQS,0,2,2
23107,B002S0OBMS,0,2,2
23105,B00354NAYQ,0,2,2
17820,B000066TXY,0,2,2
17824,B000LPRNSG,0,2,2
3191,B000002I7R,0,2,2
23098,B002ZXZJQK,0,2,2
17839,B000SQL4ZG,0,2,2
17806,B000PKG7H0,0,2,2
23090,B0030BYWKK,0,2,2
3185,B000002U8Q,0,2,2
23089,B002SRQ5GQ,0,2,2
17852,B000IY042C,0,2,2
23083,B000008KHV,0,2,2
17859,B000TQAFD2,0,2,2
23109,B00328G4XY,0,2,2
17804,B000002GNM,0,2,2
17600,B000139TGM,0,2,2
23119,B00383UJ20,0,2,2
17775,B000SUKPH0,0,2,2
17779,B000005P2J,0,2,2
23122,B000OTCR9Y,0,2,2
17781,B000N0QVGE,0,2,2
17783,B000SM7R1K,0,2,2
17784,B000SKKD68,0,2,2
17788,B000LXST1S,0,2,2
17802,B000UNXZIG,0,2,2
17791,B000002OOG,0,2,2
3201,B00000J7I4,0,2,2
23116,B0000001UU,0,2,2
17794,B00007ELE1,0,2,2
17795,B000SM7QSE,0,2,2
17799,B000UYX5BW,0,2,2
17862,B000OFP8O4,0,2,2
17863,B000NVIXGE,0,2,2
17869,B00001X593,0,2,2
23034,B000000W48,0,2,2
17911,B000PFU7O4,0,2,2
23050,B00307Q90A,0,2,2
17917,B000RIWAXU,0,2,2
17919,B00005UNCB,0,2,2
17921,B000V9KE38,0,2,2
17925,B000HWXGDE,0,2,2
17935,B000UBVRHO,0,2,2
17870,B000008DXG,0,2,2
23033,B0033I5MOU,0,2,2
17937,0783228503,0,2,2
17939,B000V8MQZS,0,2,2
17941,B000008IB6,0,2,2
17943,B000ECX100,0,2,2
23028,B000005JIM,0,2,2
23053,B0001DMVCG,0,2,2
3174,B000002MGM,0,2,2
17907,B000001EWA,0,2,2
23054,B0000032OY,0,2,2
17905,B000006L3X,0,2,2
23056,B000008HN9,0,2,2
17898,B00005OWEZ,0,2,2
23062,B002TUGX5K,0,2,2
17892,B000SM7R6K,0,2,2
3176,B000000QFV,0,2,2
17889,B000NDDUU6,0,2,2
3178,B000007PC0,0,2,2
17880,B0007R8FHG,0,2,2
23072,B00002MYYB,0,2,2
3180,B0000026HI,0,2,2
3181,B000001YAN,0,2,2
17871,B000SFYUV2,0,2,2
17769,B000TLUFMI,0,2,2
17768,B000002R0N,0,2,2
17766,B000UGG39Q,0,2,2
17656,B000SUKPMU,0,2,2
17648,B00000070S,0,2,2
17649,B000003N7P,0,2,2
23189,B000003FGS,0,2,2
23187,B002AKAM38,0,2,2
23186,B0002XV2YS,0,2,2
23185,B000002L9G,0,2,2
17658,B000SBUCJ0,0,2,2
17669,B00004U0OV,0,2,2
23182,B0034BW9CO,0,2,2
23181,B001KEGRAM,0,2,2
17662,B00004U9MQ,0,2,2
17663,B000PY42N2,0,2,2
17664,B0002TTTHO,0,2,2
23180,B002NULL58,0,2,2
17645,B000000OZR,0,2,2
23195,B002JIH8TW,0,2,2
17640,B000RIWAYO,0,2,2
17634,B0000062IB,0,2,2
23201,B000002IAM,0,2,2
23204,B002TZVH2Y,0,2,2
17622,B000LC51WY,0,2,2
17620,B00007JGQ6,0,2,2
3225,B00000ADG2,0,2,2
17615,B000EXZI0A,0,2,2
17613,B000O78LFK,0,2,2
23211,B00000592H,0,2,2
17609,B0000AEKD1,0,2,2
23216,B00319ECDS,0,2,2
23217,B000002KOW,0,2,2
17602,B000000XUS,0,2,2
17601,B00001X58Q,0,2,2
23178,B000002W22,0,2,2
17671,B0000041Q3,0,2,2
23126,B0033AX1ZU,0,2,2
17748,B000001E32,0,2,2
17730,B000UAE8EO,0,2,2
17731,B00025ETIW,0,2,2
23140,B0020MMDCE,0,2,2
3212,B00003IE26,0,2,2
3211,B00001QGQA,0,2,2
17738,B00004TYBA,0,2,2
17749,B000002KBF,0,2,2
17674,B0000009L1,0,2,2
23136,B000002GW3,0,2,2
23135,B000001TVD,0,2,2
17753,B000S0GYMU,0,2,2
17758,B000IZK4GC,0,2,2
17760,B000UZ4G82,0,2,2
17763,B0000024ZC,0,2,2
17728,B00005Q8UG,0,2,2
17726,B0000087GF,0,2,2
17725,B000001GQL,0,2,2
17722,B000RW3YOK,0,2,2
17720,B000TJ6C6S,0,2,2
17715,B0000069ON,0,2,2
23149,B000002MYE,0,2,2
17710,B00005Y7GN,0,2,2
17708,B00000336G,0,2,2
17707,B000FP2Z0S,0,2,2
23153,B0002TMXQ8,0,2,2
17696,B000000CYK,0,2,2
17694,B00000I3ZR,0,2,2
23163,B00006CTI3,0,2,2
17687,6305835241,0,2,2
17678,B000TLMWLK,0,2,2
17675,B000PY30JE,0,2,2
23454,B0000067WV,0,2,2
17219,B00062ZE3U,0,2,2
23907,B002DKF49W,0,2,2
16721,B000EH2HA0,0,2,2
16709,B00068CVLW,0,2,2
16711,B0003037VQ,0,2,2
16713,B0000057CN,0,2,2
16717,B000GFLI3W,0,2,2
23752,B0029LX2LC,0,2,2
16720,B000H0MNIU,0,2,2
23750,B003IFMXAE,0,2,2
16702,B000OLHGCU,0,2,2
16725,B000E1NX1S,0,2,2
16728,B000HOL6EI,0,2,2
16730,B000050488,0,2,2
16731,B000N2G1QW,0,2,2
16736,B00005RZPK,0,2,2
16737,B000000P0T,0,2,2
23758,B00005RFSB,0,2,2
23761,B000002504,0,2,2
23701,B0032BVEJU,0,2,2
16666,B000N4SKFK,0,2,2
16653,B000MGVBX2,0,2,2
16654,B000MGVBNW,0,2,2
16656,B000ERU856,0,2,2
16657,B000002WFK,0,2,2
23793,B000FIHNHK,0,2,2
23790,B00005YQJ3,0,2,2
23781,B0006OHMRY,0,2,2
16698,B000IHYXS0,0,2,2
16678,B000002KE2,0,2,2
16686,B000MG1ZG0,0,2,2
23770,B000001EKX,0,2,2
23765,B0009W5K0Y,0,2,2
3333,B000002HOK,0,2,2
16697,B000MRA3NU,0,2,2
16738,B0000060DW,0,2,2
23743,B000002IAK,0,2,2
16740,B000NJXCG2,0,2,2
16799,B000NJXBYA,0,2,2
23721,B003DQWPEM,0,2,2
16780,B0000009KC,0,2,2
23718,B003M986G6,0,2,2
23717,B0000DG001,0,2,2
23714,B0034BW8ZC,0,2,2
16794,B000NA1ZLA,0,2,2
16800,B00000I2B0,0,2,2
16743,B000002OR4,0,2,2
23709,B0001XAMH2,0,2,2
16802,B00000JY9Q,0,2,2
16804,B000NVJRBO,0,2,2
23707,B003GH6M1K,0,2,2
16809,B000001AOJ,0,2,2
16816,B000OMD4GG,0,2,2
3325,B000000S3N,0,2,2
16773,B0000025L0,0,2,2
23725,B00005UMTX,0,2,2
16770,B000NJWSS0,0,2,2
16767,B000I5X810,0,2,2
23729,B001D25M9I,0,2,2
16762,B000H5U5VM,0,2,2
16760,B0009Q0F78,0,2,2
23733,B0034C9CFK,0,2,2
16756,B000002VSW,0,2,2
16753,B00005RIK5,0,2,2
16751,B000ICLT50,0,2,2
16750,B0001Z53II,0,2,2
23737,B003KNDLV4,0,2,2
16748,B00000I5MN,0,2,2
16746,B0000009G6,0,2,2
23739,B0015UKX74,0,2,2
16652,B000MX7SR8,0,2,2
16650,B000771T1A,0,2,2
16647,B000MGUZKM,0,2,2
16531,B00000I9M1,0,2,2
16505,B000002R4Q,0,2,2
16510,B00000IOSU,0,2,2
23874,B002JODUI4,0,2,2
16522,B000002PD0,0,2,2
16523,B000MRA3SK,0,2,2
16526,B000EQIQYM,0,2,2
16533,B000MM1F9G,0,2,2
23855,B003KR50OG,0,2,2
16534,B000KLNQ8W,0,2,2
16539,B00000C3G6,0,2,2
23864,B003K2SD36,0,2,2
16544,B00004R5ZX,0,2,2
23860,B000000ZCY,0,2,2
16546,B000000940,0,2,2
16503,B000BB1MH8,0,2,2
23888,B003VSTBDK,0,2,2
16499,B000003BDM,0,2,2
16498,B000NA28DE,0,2,2
23889,B00000DLWP,0,2,2
3357,B000005IYP,0,2,2
16488,B0000046WS,0,2,2
23896,B001V732VU,0,2,2
16486,B000068UXF,0,2,2
16484,B000002657,0,2,2
16483,B00000I8LH,0,2,2
16475,B000FC2I5S,0,2,2
16471,B000000CYS,0,2,2
16470,B00004VW2M,0,2,2
23904,B001B92EJY,0,2,2
16465,B0002SPPSC,0,2,2
23906,B0000024K5,0,2,2
23859,B000002994,0,2,2
23852,B0000CF2ZQ,0,2,2
16641,B000FWGYO4,0,2,2
3339,B000000OMB,0,2,2
16613,B00028HODG,0,2,2
16615,B000002HKK,0,2,2
16623,B0000SXZ72,0,2,2
23810,B0030ATZHG,0,2,2
23809,B00000DQSF,0,2,2
23807,B000002GWJ,0,2,2
3338,B000003YYQ,0,2,2
23850,B0015I2PE0,0,2,2
16633,B000FVBLGQ,0,2,2
16634,B000NA2UK0,0,2,2
3337,B0000028OU,0,2,2
16636,B000000ZC4,0,2,2
16638,B00005QG9J,0,2,2
16639,B000N60HCW,0,2,2
16610,B000002JP6,0,2,2
16609,B000HEZF6I,0,2,2
23819,B003KT3NS4,0,2,2
16602,B000NJWAHE,0,2,2
16598,B000IZJ1O8,0,2,2
23823,B00008I7HD,0,2,2
16596,B000002R0V,0,2,2
23825,B000000CDV,0,2,2
16593,B00006B66L,0,2,2
16586,B000003JCX,0,2,2
23833,B0002T7ZM0,0,2,2
23834,B0007TKHR0,0,2,2
16582,B000NJLLWY,0,2,2
23845,B002NX0M1Y,0,2,2
23846,B000000CVS,0,2,2
16564,B000J233R6,0,2,2
16560,B000N8UYBO,0,2,2
23702,B001QGX1DU,0,2,2
16821,B00004TFDF,0,2,2
3270,B000005JB4,0,2,2
17103,B00000E0YH,0,2,2
17090,B00000017R,0,2,2
17091,B000PKG7IO,0,2,2
17092,B000Q9OD5I,0,2,2
17093,B000OZ2D3S,0,2,2
17095,B000JRYMDU,0,2,2
17099,B000Q364KG,0,2,2
17104,B00000I9CI,0,2,2
17088,B000297VQA,0,2,2
17105,B000PC1QLU,0,2,2
23523,B000000RQA,0,2,2
17110,B0000032TL,0,2,2
23520,B003DTEFW4,0,2,2
17114,B000008DDC,0,2,2
17118,B0000047CM,0,2,2
17089,B000P5OVY6,0,2,2
17087,B000P0JQ9Q,0,2,2
23696,B003JIFZXM,0,2,2
23554,B0030MR5O4,0,2,2
17041,B0000A0DRX,0,2,2
23565,B003HLT0HI,0,2,2
23563,B003CR9C3E,0,2,2
3289,B0000457IN,0,2,2
17052,B000000I0D,0,2,2
17057,B000INAXGU,0,2,2
23552,B002ZFQD0E,0,2,2
17080,B000HEWGM4,0,2,2
17068,B000003TAL,0,2,2
23543,B000009QOO,0,2,2
17072,B0002QO49U,0,2,2
17073,B0000073B3,0,2,2
23541,B003C5FMEE,0,2,2
17079,B0002Y4T38,0,2,2
17119,B000002J27,0,2,2
23517,B000P46QJ0,0,2,2
17123,B000002OR2,0,2,2
17191,B0000A0DVH,0,2,2
17170,B000002WAJ,0,2,2
23485,B00377E4SC,0,2,2
23484,B000002IOT,0,2,2
17182,B000CADVKO,0,2,2
17184,B0000996GH,0,2,2
17185,B000006LON,0,2,2
23476,B003C5FMO4,0,2,2
17127,B000002TIR,0,2,2
17194,B00019G8B0,0,2,2
23474,B003CR9C48,0,2,2
17197,B00000K3LI,0,2,2
17203,B000NA2AIW,0,2,2
3271,B0000032RS,0,2,2
17210,B00008BNT1,0,2,2
17165,B000002HK4,0,2,2
17162,B000B9UHSU,0,2,2
17161,B000001ANZ,0,2,2
17158,B000005S0K,0,2,2
23499,B003D8MZ86,0,2,2
17153,B000O590CU,0,2,2
17151,B0000046QD,0,2,2
17150,B0000046QE,0,2,2
17148,B000GFLE86,0,2,2
17146,B0000399WN,0,2,2
17145,B000002503,0,2,2
23502,B0018TLRTK,0,2,2
17142,B000C4Y0TG,0,2,2
17137,B000002TZM,0,2,2
17136,B00009V7U2,0,2,2
17135,B0002VYPEO,0,2,2
23512,B003GEDLUI,0,2,2
17038,B000002GAP,0,2,2
17037,B000KX0I4K,0,2,2
17036,B000KX0HVY,0,2,2
23650,B00006GEMJ,0,2,2
16889,B000CQQHC2,0,2,2
16890,B00005QVHK,0,2,2
23657,B003E6YB8Y,0,2,2
23655,B000FDFRX2,0,2,2
16895,B000MTOQKE,0,2,2
16899,B00004TR14,0,2,2
16903,6301934156,0,2,2
23640,B003H52VIO,0,2,2
16906,B000H5VF20,0,2,2
23647,B00000338R,0,2,2
23646,B001502LN8,0,2,2
3310,B00001NFFB,0,2,2
16911,B00004UEIY,0,2,2
16915,B000002546,0,2,2
16887,B0000024VT,0,2,2
16886,B000JBXP0M,0,2,2
16885,B000O78LH8,0,2,2
16876,B000MNOXIU,0,2,2
16873,B000IFQLQO,0,2,2
16872,B000002GH9,0,2,2
16869,B000002549,0,2,2
16864,B000OY8NE2,0,2,2
16861,B00000K4G6,0,2,2
16860,B000FVBLHK,0,2,2
16857,B000002GF4,0,2,2
23678,B00006I61F,0,2,2
23680,B000VKAG76,0,2,2
16847,B000002TLS,0,2,2
3318,B000002J1W,0,2,2
3319,B000002LB4,0,2,2
16836,B0000011M5,0,2,2
16919,B00004U0OU,0,2,2
16926,B000OONP04,0,2,2
17033,B000NDEXIE,0,2,2
16993,B000NQR7UC,0,2,2
16980,B0000046NH,0,2,2
16983,B0000029AS,0,2,2
23601,B003PBYT9Y,0,2,2
23600,B0000027HI,0,2,2
16989,B000NY164W,0,2,2
16990,B000EDWM5E,0,2,2
3292,B000001FNH,0,2,2
16928,B000005ONP,0,2,2
17010,B000OZ2BQ2,0,2,2
23578,B003HBM06Q,0,2,2
17021,B00007LTIJ,0,2,2
17022,B000IFRQSG,0,2,2
17023,B0007KVAJS,0,2,2
17031,B000002UH4,0,2,2
3298,B000001FNL,0,2,2
16976,B000NVIGC0,0,2,2
23607,B00006BCHT,0,2,2
16974,B000003GBX,0,2,2
23611,B0000008JG,0,2,2
16966,B000P0JQ1E,0,2,2
16958,B000001F43,0,2,2
23620,B001EG4T24,0,2,2
16956,B0000025P9,0,2,2
16955,B00004U38U,0,2,2
3301,B0000008EO,0,2,2
23621,B000056BC2,0,2,2
16949,B0000087ID,0,2,2
16936,B000005RYL,0,2,2
23634,B0000031ZX,0,2,2
16933,B000HRME5U,0,2,2
16930,5558210788,0,2,2
16212,B000CFRSA8,0,2,2
21003,B000002LTK,0,2,2
8312,B000002V28,0,2,2
9420,B000005J0D,0,2,2
9436,B00006L9NX,0,2,2
9434,B0000002LJ,0,2,2
9433,B0000DIJQ7,0,2,2
9432,B000005P1U,0,2,2
28028,B000066728,0,2,2
28029,B009715NUK,0,2,2
4943,B00000062O,0,2,2
6610,B00004YKQ4,0,2,2
9422,B000002UUT,0,2,2
6617,B000050G5C,0,2,2
9419,B000095J94,0,2,2
28040,B0007PRN2Q,0,2,2
9412,B000002GJO,0,2,2
29403,B002JI8MN8,0,2,2
9411,B0000D9PI4,0,2,2
29402,B000006O8B,0,2,2
6624,B000002KEV,0,2,2
4448,B000002AH1,0,2,2
4942,B00000C41F,0,2,2
4940,B000059N5Y,0,2,2
9404,B000065DJ4,0,2,2
6630,B00005Y4OZ,0,2,2
9437,B00003XB4F,0,2,2
9438,B0000C8AV7,0,2,2
6604,B000002LFQ,0,2,2
9445,B0000996FC,0,2,2
9477,B0000A4GAN,0,2,2
9476,B0000DZTL0,0,2,2
9475,B00005UPFI,0,2,2
28009,B008HTUVTG,0,2,2
9470,B000094AV5,0,2,2
30389,B00E7NIYQ8,0,2,2
9468,B0000CFYAX,0,2,2
28011,B008PPUN0Y,0,2,2
6587,B00005KKAQ,0,2,2
28012,B008R14YBK,0,2,2
9462,B00008BLB7,0,2,2
6588,B000060NUQ,0,2,2
9461,B0000CEROJ,0,2,2
30387,B00FPM19UI,0,2,2
6593,B0000009V1,0,2,2
6594,B00005NIF6,0,2,2
9451,B00002MZ4W,0,2,2
6595,B000002OPK,0,2,2
9447,B0000CF356,0,2,2
6600,6304493622,0,2,2
29414,B00B7LYJX0,0,2,2
6633,B00005Q36C,0,2,2
9400,B000002N5S,0,2,2
9036,B0000024RA,0,2,2
9365,B000084TTM,0,2,2
6666,B000060OL5,0,2,2
6668,B00000FEOB,0,2,2
6669,B000002RXD,0,2,2
28055,B0094WK9FQ,0,2,2
9372,B00005NNMI,0,2,2
9371,B0000C0FKQ,0,2,2
9370,B000001EQY,0,2,2
6673,B0000070KD,0,2,2
9369,B00005B1G0,0,2,2
6676,B000002G54,0,2,2
28060,B0000027DU,0,2,2
29397,B00BCJ189A,0,2,2
4456,B000000X78,0,2,2
4457,B000006ZOS,0,2,2
28062,B008PDAFZO,0,2,2
6679,B00004SAAY,0,2,2
9357,B000002JBB,0,2,2
9356,B0000009OU,0,2,2
29377,B00004YL5B,0,2,2
6683,B00005Q6NP,0,2,2
9352,B000002GDH,0,2,2
9347,B0000TAN12,0,2,2
4455,B00000D9VV,0,2,2
6662,B00005R5M9,0,2,2
29385,B00B7IJCSK,0,2,2
6660,B000002MUE,0,2,2
4938,B000002ART,0,2,2
9399,B0000004R6,0,2,2
4451,B00004XMW8,0,2,2
6643,B00005O6NY,0,2,2
9396,B000002HBI,0,2,2
9393,B00004STKV,0,2,2
6648,B00005NNH1,0,2,2
6649,B00005LZR8,0,2,2
9391,B00000JCFW,0,2,2
28044,B008Y1YFNU,0,2,2
9389,B00004WK4D,0,2,2
28045,B004QIUGOM,0,2,2
6651,B00000762Z,0,2,2
9387,B00005NSPZ,0,2,2
6654,B00005BIQ7,0,2,2
6655,B000007OJ9,0,2,2
6657,B000062RB3,0,2,2
6658,B00005RTSV,0,2,2
29386,B0097AQEOK,0,2,2
28050,B000I2J7YA,0,2,2
28051,B008OTTSX4,0,2,2
4433,B000002IR9,0,2,2
29425,B00CPSVAY0,0,2,2
6580,B000002OQV,0,2,2
4420,B00000GCAA,0,2,2
9583,B0000E32X7,0,2,2
27948,B00004U1HK,0,2,2
9578,B000004166,0,2,2
27950,B000002IAD,0,2,2
6498,B00005RFQ5,0,2,2
6502,B000034CX9,0,2,2
9569,B0000033I0,0,2,2
27957,B008VTRKFK,0,2,2
6504,B000002ITQ,0,2,2
9563,B000009CEM,0,2,2
9561,B000006UCC,0,2,2
28001,B000244NK2,0,2,2
6508,B0000042HZ,0,2,2
6509,B00005Q66S,0,2,2
9558,B000001F2S,0,2,2
6513,B000002LT6,0,2,2
9554,B000003FEJ,0,2,2
9552,B000002AEA,0,2,2
4422,B000001FDO,0,2,2
4955,B00005A1N2,0,2,2
30393,B0000027BR,0,2,2
4424,B00004YL5P,0,2,2
9584,B00005BGKP,0,2,2
4416,B0000033E9,0,2,2
29469,B003B8NV90,0,2,2
4415,B0000057MI,0,2,2
4409,B0000033E5,0,2,2
9618,B0000026NC,0,2,2
27929,B000002AL8,0,2,2
4410,B000009ROZ,0,2,2
6471,B00004TCGE,0,2,2
27933,B000001LH0,0,2,2
9610,B0000JJE5I,0,2,2
27937,B00006JM99,0,2,2
27939,B000B2YQW0,0,2,2
6479,B00005TNFY,0,2,2
9603,B000003QWH,0,2,2
4411,B000000NMS,0,2,2
9601,B000002SCE,0,2,2
4412,B0000033E7,0,2,2
4414,B0000046UI,0,2,2
6485,B000002UC3,0,2,2
4960,6302372569,0,2,2
9591,B000002KJW,0,2,2
9590,B00000DRDT,0,2,2
6487,B000002P6Y,0,2,2
6489,B000003RY5,0,2,2
6517,B000002U9K,0,2,2
6518,B00000633N,0,2,2
27966,B000000I0K,0,2,2
9509,B000000I02,0,2,2
6562,B00005A9NJ,0,2,2
9505,B000002IIT,0,2,2
6563,B00004R99A,0,2,2
9502,B000002UWF,0,2,2
9501,B000002OPE,0,2,2
27992,B000F9TCI2,0,2,2
6566,B000002GLR,0,2,2
9497,B00000G2JM,0,2,2
6570,B00005BGUT,0,2,2
27995,B003VZ8IAU,0,2,2
9495,B0000ZQTIC,0,2,2
4948,B00005ARDS,0,2,2
27997,B009HEP41A,0,2,2
9491,B000021YG7,0,2,2
27999,B0045NTGKS,0,2,2
4432,B00000DQSE,0,2,2
9488,B000087DS1,0,2,2
9487,B0000DJYNP,0,2,2
6575,B000002MP6,0,2,2
9485,B0000AKVHS,0,2,2
